KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
51364193,2,51364194,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364194,1,,51364193,52,22,30,0,0,0,54,23,31,23,8,15,54,23,31,54,23,31,31,15,16,21,8,13,10,3,7,4,1,3,1,1,0,24,24,6,11,6,2,0,0,0,19,13,6,0,21,0,5,8
51364195,0,,,26,9,17,2,1,1,24,8,16,11,4,7,24,8,16,24,8,16,13,4,9,8,2,6,3,0,3,0,0,0,1,0,1,13,13,4,7,1,0,1,0,0,9,7,2,0,10,0,3,3
51364197,0,,,92,43,49,1,1,0,91,42,49,38,22,16,90,41,49,89,40,49,53,20,33,25,8,17,12,3,9,0,0,0,1,1,0,43,43,12,20,7,1,3,0,0,31,28,3,0,37,0,11,12
51364198,0,,,138,63,75,7,3,4,131,60,71,52,22,30,128,59,69,126,59,67,79,38,41,60,27,33,18,8,10,0,0,0,0,0,0,61,61,14,31,11,2,1,0,2,46,39,7,1,53,0,14,21
51364199,2,51364189,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364201,0,,,121,56,65,10,6,4,111,50,61,47,24,23,110,50,60,110,50,60,64,26,38,43,18,25,17,5,12,0,0,0,2,0,2,53,53,19,17,7,6,2,1,1,34,23,11,1,42,0,16,10
51364202,0,,,59,25,34,2,0,2,57,25,32,16,9,7,57,25,32,57,25,32,41,16,25,23,5,18,15,3,12,3,1,2,0,0,0,30,30,13,9,5,2,1,0,0,17,11,6,0,26,0,11,7
51364212,0,,,56,27,29,5,0,5,51,27,24,18,9,9,51,27,24,51,27,24,33,18,15,18,9,9,6,5,1,0,0,0,0,0,0,28,28,10,11,5,1,1,0,0,18,15,3,1,23,0,9,9
51364213,0,,,41,19,22,2,0,2,39,19,20,20,11,9,37,17,20,35,17,18,19,8,11,13,6,7,3,1,2,0,0,0,0,0,0,21,21,10,6,2,2,1,0,0,11,9,2,0,13,0,6,4
51364223,0,,,22,13,9,0,0,0,22,13,9,6,4,2,22,13,9,22,13,9,16,9,7,9,5,4,3,1,2,0,0,0,0,0,0,13,13,8,2,2,1,0,0,0,5,4,1,0,12,0,7,2
51364224,0,,,82,39,43,1,0,1,80,39,41,39,20,19,80,39,41,78,38,40,41,19,22,24,9,15,10,2,8,0,0,0,0,0,0,45,45,22,14,5,3,1,0,0,23,19,4,0,33,0,15,6
51364226,0,,,63,29,34,6,3,3,57,26,31,26,12,14,56,25,31,56,25,31,31,14,17,18,8,10,9,3,6,1,0,1,0,0,0,27,27,5,14,5,2,0,0,1,21,17,4,2,18,1,3,8
51364227,2,51364237,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364234,0,,,59,30,29,1,1,0,58,29,29,31,17,14,58,29,29,56,29,27,27,12,15,16,6,10,4,1,3,0,0,0,0,0,0,28,28,9,10,7,1,1,0,0,19,16,3,0,20,0,7,5
51364235,0,,,122,58,64,8,5,3,114,53,61,45,22,23,111,51,60,110,51,59,69,31,38,43,15,28,15,5,10,0,0,0,0,0,0,54,54,17,20,8,6,2,0,1,37,26,11,2,46,0,15,12
51364236,0,,,447,238,209,12,5,7,435,233,202,217,150,67,362,161,201,344,146,198,218,83,135,153,48,105,80,24,56,10,1,9,4,4,0,152,150,55,58,23,12,2,0,0,95,88,7,5,107,5,43,29
51364237,1,,51364227,456,183,273,25,11,14,432,173,259,177,72,105,395,165,230,386,164,222,255,101,154,189,63,126,108,30,78,26,3,23,2,0,2,140,137,52,46,14,18,8,0,0,84,72,12,6,94,4,35,29
51364238,0,,,75,36,39,11,6,5,64,30,34,43,23,20,64,30,34,63,29,34,21,7,14,10,2,8,2,0,2,0,0,0,1,0,1,29,29,5,10,8,4,2,0,0,24,20,4,3,14,1,1,5
51364244,2,51364254,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364247,0,,,128,53,75,5,2,3,123,51,72,61,27,34,118,50,68,116,48,68,62,24,38,31,11,20,16,3,13,0,0,0,1,0,1,54,54,12,25,8,5,3,0,1,42,35,7,0,38,0,9,12
51364248,0,,,212,106,106,19,11,8,193,95,98,133,66,67,183,87,96,175,81,94,60,29,31,30,11,19,12,4,8,1,0,1,3,0,3,89,89,23,33,16,11,5,1,0,66,62,4,3,43,0,16,18
51364249,0,,,86,40,46,9,7,2,77,33,44,32,13,19,75,31,44,74,31,43,45,20,25,24,9,15,12,5,7,2,2,0,2,0,2,39,39,12,18,4,1,3,0,1,27,19,8,1,29,2,8,12
51364254,1,,51364244,51,22,29,11,4,7,42,19,23,15,5,10,42,19,23,42,19,23,27,14,13,10,3,7,7,2,5,0,0,0,0,0,0,19,19,7,5,2,3,1,1,1,13,8,5,2,17,0,7,5
51364258,2,51364259,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364259,1,,51364258,249,115,134,19,9,10,235,108,127,118,57,61,233,107,126,232,107,125,117,51,66,80,34,46,41,17,24,4,3,1,4,0,4,121,120,54,39,15,11,4,0,0,69,62,7,5,72,12,31,20
51364262,2,51364263,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364263,1,,51364262,40,18,22,3,1,2,40,19,21,18,11,7,40,19,21,40,19,21,22,8,14,11,5,6,3,0,3,1,0,1,0,0,0,19,19,8,4,7,0,0,1,0,12,8,4,1,13,0,4,3
51364264,1,,51364274,11,5,6,2,1,1,16,7,9,8,4,4,15,7,8,15,7,8,8,3,5,5,1,4,1,0,1,0,0,0,0,0,0,4,4,2,3,2,1,0,0,0,6,5,1,0,6,0,2,1
51364267,0,,,19,7,12,0,0,0,19,7,12,7,2,5,19,7,12,19,7,12,12,5,7,9,4,5,4,1,3,0,0,0,0,0,0,10,10,3,6,0,1,0,0,0,7,7,0,0,8,0,3,4
51364269,0,,,111,54,57,10,8,2,101,46,55,52,26,26,97,46,51,96,45,51,49,20,29,25,11,14,10,2,8,1,0,1,0,0,0,49,49,15,18,7,8,0,0,1,33,29,4,3,33,0,13,11
51364274,2,51364264,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364302,0,,,370,168,202,38,21,17,332,147,185,157,71,86,326,144,182,319,142,177,175,76,99,101,43,58,34,11,23,4,1,3,5,2,3,157,156,38,66,28,14,9,1,0,115,101,14,10,108,0,31,42
51364303,0,,,113,47,66,4,2,2,109,45,64,58,23,35,106,43,63,105,42,63,51,22,29,27,10,17,8,1,7,1,0,1,21,9,12,55,55,18,27,4,3,1,2,0,37,31,6,2,35,2,11,14
51364304,0,,,34,13,21,2,1,1,32,12,20,23,10,13,31,11,20,31,11,20,9,2,7,4,0,4,2,0,2,0,0,0,5,0,5,19,19,9,8,0,1,1,0,0,10,9,1,0,7,5,3,2
51364311,0,,,27,12,15,0,0,0,27,12,15,8,3,5,26,12,14,26,12,14,19,9,10,9,4,5,3,2,1,0,0,0,0,0,0,15,15,5,9,0,1,0,0,0,10,10,0,0,11,0,3,8
51364312,0,,,130,67,63,16,11,5,114,56,58,60,27,33,112,55,57,111,55,56,54,29,25,17,8,9,6,2,4,1,0,1,2,1,1,51,51,9,22,8,8,3,1,0,42,38,4,4,35,0,7,13
51364321,2,51364322,,14,3,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364322,1,,51364321,295,137,158,27,15,12,282,125,157,146,69,77,269,121,148,267,120,147,136,56,80,80,31,49,31,9,22,2,0,2,8,5,3,127,127,40,49,20,14,6,3,1,93,82,11,5,92,0,30,32
51364323,0,,,20,9,11,4,1,3,16,8,8,10,4,6,16,8,8,16,8,8,6,4,2,2,1,1,1,1,0,0,0,0,0,0,0,8,8,1,3,3,1,0,0,0,7,6,1,2,4,0,1,3
51364328,0,,,26,11,15,3,0,3,23,11,12,18,8,10,22,11,11,22,11,11,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,9,9,2,2,2,2,0,1,0,7,5,2,0,3,0,0,1
51364329,0,,,47,19,28,6,1,5,41,18,23,22,11,11,38,16,22,37,15,22,19,7,12,10,4,6,4,1,3,2,0,2,1,1,0,17,17,4,4,4,4,0,0,1,13,8,5,1,11,0,2,3
51364332,0,,,66,31,35,2,2,0,64,29,35,31,15,16,63,28,35,63,28,35,33,14,19,23,11,12,8,2,6,1,0,1,2,0,2,31,31,10,9,10,2,0,0,0,20,15,5,0,24,0,8,6
51364333,1,,51364334,485,237,248,55,25,30,433,213,220,237,133,104,424,209,215,423,208,215,196,80,116,115,48,67,42,12,30,2,0,2,8,4,4,200,196,62,73,28,25,7,0,3,136,113,23,8,126,6,36,41
51364334,2,51364333,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364338,0,,,29,16,13,3,3,0,26,13,13,11,5,6,26,13,13,26,13,13,15,8,7,12,7,5,2,1,1,0,0,0,0,0,0,10,10,0,4,4,1,1,0,0,10,6,4,0,9,0,0,2
51364343,0,,,169,72,97,20,7,13,149,65,84,59,30,29,146,64,82,146,64,82,90,35,55,69,22,47,44,14,30,4,2,2,0,0,0,51,50,16,13,10,9,2,0,0,34,31,3,4,28,1,10,8
51364348,0,,,17,7,10,3,1,2,14,6,8,9,4,5,13,6,7,12,5,7,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,6,6,1,1,2,2,0,0,0,5,5,0,0,3,0,1,1
51364350,0,,,18,8,10,0,0,0,18,8,10,4,1,3,18,8,10,18,8,10,14,7,7,6,3,3,0,0,0,0,0,0,0,0,0,11,11,6,3,2,0,0,0,0,5,4,1,0,11,0,6,2
51364351,2,51364361,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364353,0,,,148,63,85,5,2,3,143,61,82,55,30,25,141,60,81,141,60,81,88,31,57,58,18,40,23,6,17,1,0,1,0,0,0,72,71,30,25,12,4,0,0,0,40,37,3,1,50,1,23,13
51364356,2,51364357,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364357,1,,51364356,128,58,70,11,6,5,118,53,65,59,26,33,114,50,64,112,50,62,59,27,32,32,14,18,12,6,6,0,0,0,0,0,0,52,52,11,23,10,5,2,2,0,42,34,8,3,38,0,11,14
51364358,0,,,59,33,26,6,5,1,53,28,25,26,13,13,52,28,24,52,28,24,27,15,12,19,10,9,7,4,3,0,0,0,1,0,1,24,24,7,7,6,2,0,2,0,17,12,5,2,19,1,6,5
51364360,0,,,214,98,116,14,10,4,200,88,112,102,44,58,193,84,109,189,83,106,98,44,54,54,24,30,27,9,18,4,1,3,0,0,0,91,90,27,34,15,10,2,1,1,62,52,10,2,64,0,21,15
51364361,1,,51364351,439,211,228,81,43,38,363,170,193,239,112,127,355,166,189,350,164,186,124,58,66,56,19,37,22,7,15,2,0,2,17,1,16,181,181,62,50,29,27,10,3,3,118,91,27,24,87,8,23,25
51364362,0,,,408,202,206,45,22,23,363,180,183,208,107,101,352,175,177,340,168,172,155,73,82,95,43,52,40,15,25,6,2,4,2,1,1,190,190,81,47,31,19,9,2,1,109,94,15,13,112,9,55,29
51364363,0,,,37,17,20,2,1,1,34,15,19,16,9,7,34,15,19,34,15,19,18,6,12,9,2,7,4,1,3,1,0,1,0,0,0,21,21,9,8,4,0,0,0,0,12,11,1,1,12,0,5,3
51364364,0,,,82,43,39,7,3,4,75,40,35,41,23,18,73,38,35,72,38,34,34,17,17,18,9,9,4,2,2,0,0,0,0,0,0,34,34,6,15,6,7,0,0,0,28,22,6,1,20,0,3,10
51364365,0,,,212,103,109,14,7,7,198,96,102,90,46,44,192,94,98,189,91,98,108,50,58,56,24,32,25,8,17,3,0,3,1,0,1,88,87,20,31,24,7,2,2,1,67,50,17,3,70,0,18,19
51364366,2,51364376,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364367,0,,,66,34,32,5,3,2,61,31,30,31,16,15,59,30,29,59,30,29,30,15,15,13,4,9,2,0,2,0,0,0,0,0,0,32,32,12,11,5,3,1,0,0,20,19,1,1,23,0,11,5
51364371,0,,,26,6,20,3,2,1,23,4,19,8,2,6,23,4,19,22,4,18,15,2,13,12,1,11,9,1,8,2,1,1,0,0,0,18,18,14,1,2,1,0,0,0,4,3,1,0,14,1,12,1
51364372,0,,,895,409,486,74,33,41,820,375,445,449,218,231,793,362,431,784,358,426,371,157,214,214,79,135,79,27,52,8,1,7,8,2,6,408,408,123,156,71,45,12,0,1,284,251,33,27,255,6,76,81
51364373,0,,,205,94,111,23,14,9,182,80,102,74,31,43,180,79,101,176,78,98,108,49,59,79,34,45,48,14,34,12,2,10,1,1,0,68,67,20,24,11,8,4,0,0,47,41,6,8,39,1,12,14
51364374,0,,,74,36,38,6,4,2,68,32,36,35,20,15,67,32,35,67,32,35,33,12,21,17,6,11,6,1,5,0,0,0,4,4,0,34,34,10,14,6,3,0,1,0,24,21,3,2,20,3,4,7
51364375,2,51364376,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364376,1,,51364366;51364375,104,55,49,9,5,4,105,54,51,60,33,27,103,53,50,97,50,47,45,21,24,27,11,16,4,2,2,0,0,0,0,0,0,40,40,10,13,13,7,1,1,0,35,30,5,2,28,0,8,10
51364377,0,,,133,66,67,13,8,5,120,58,62,55,25,30,117,57,60,116,56,60,65,33,32,35,17,18,13,7,6,3,1,2,1,0,1,56,56,13,23,12,2,6,0,0,43,33,10,1,41,0,11,16
51364378,0,,,96,46,50,8,5,3,88,41,47,49,25,24,87,40,47,85,39,46,39,16,23,19,7,12,9,4,5,0,0,0,0,0,0,45,45,14,16,10,5,0,0,0,31,31,0,2,27,0,10,6
51364382,0,,,43,21,22,1,1,0,42,20,22,14,7,7,41,20,21,41,20,21,28,13,15,16,10,6,5,3,2,0,0,0,0,0,0,23,23,7,13,2,1,0,0,0,16,15,1,0,17,1,2,11
51364383,0,,,390,200,190,56,32,24,334,168,166,213,114,99,314,155,159,308,151,157,121,54,67,61,24,37,17,7,10,4,2,2,1,0,1,151,151,32,55,28,20,13,2,1,117,106,11,10,82,0,26,28
51364384,0,,,213,108,105,25,11,14,188,97,91,90,45,45,184,95,89,182,93,89,98,52,46,44,24,20,14,7,7,0,0,0,0,0,0,92,92,31,30,12,10,8,1,0,61,56,5,5,65,0,28,21
51364386,0,,,58,28,30,4,1,3,54,27,27,22,12,10,52,26,26,51,25,26,32,15,17,12,5,7,2,0,2,0,0,0,0,0,0,27,27,9,11,3,2,2,0,0,18,17,1,2,21,0,7,8
51364387,0,,,38,19,19,7,4,3,31,15,16,26,12,14,30,14,16,30,14,16,5,3,2,1,0,1,1,0,1,0,0,0,3,0,3,14,14,5,2,2,3,1,1,0,9,8,1,1,4,3,1,1
51364388,0,,,122,53,69,8,2,6,114,51,63,62,31,31,105,47,58,104,46,58,52,20,32,27,11,16,7,0,7,2,0,2,0,0,0,47,47,13,11,11,8,2,2,0,33,28,5,1,34,0,9,8
51364396,0,,,77,40,37,8,4,4,69,36,33,41,25,16,65,34,31,65,34,31,28,11,17,21,8,13,7,3,4,0,0,0,4,4,0,35,35,12,14,4,1,3,1,0,23,20,3,1,17,5,5,8
51364397,0,,,268,126,142,38,19,19,230,107,123,136,66,70,219,104,115,214,103,111,94,41,53,42,16,26,16,6,10,1,1,0,2,1,1,100,100,15,42,18,13,10,1,1,84,74,10,12,60,2,10,22
51364398,0,,,164,83,81,13,11,2,151,72,79,78,36,42,150,72,78,148,72,76,73,36,37,34,16,18,15,7,8,1,1,0,0,0,0,64,64,11,24,17,9,2,0,1,53,45,8,3,45,0,6,18
51364399,0,,,42,22,20,4,1,3,38,21,17,23,13,10,37,21,16,35,21,14,15,8,7,4,3,1,1,1,0,0,0,0,0,0,0,17,17,4,6,2,5,0,0,0,13,13,0,0,9,0,2,5
51364405,0,,,34,16,18,0,0,0,34,16,18,19,8,11,32,15,17,31,15,16,15,8,7,6,4,2,0,0,0,0,0,0,0,0,0,11,11,0,5,3,1,1,1,0,11,8,3,0,9,0,0,4
51364406,0,,,92,45,47,9,5,4,83,40,43,40,22,18,82,39,43,82,39,43,43,18,25,23,11,12,7,4,3,0,0,0,0,0,0,33,33,5,13,4,7,3,1,0,28,20,8,0,27,0,3,9
51364407,0,,,169,80,89,12,5,7,157,75,82,94,49,45,154,72,82,150,71,79,63,26,37,39,14,25,13,6,7,0,0,0,0,0,0,56,56,10,14,13,8,6,5,0,46,26,20,2,42,0,9,7
51364409,0,,,25,13,12,0,0,0,25,13,12,10,6,4,25,13,12,25,13,12,15,7,8,10,4,6,1,1,0,0,0,0,0,0,0,12,12,4,5,1,2,0,0,0,8,7,1,0,10,0,4,4
51364416,2,51364417,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364417,1,,51364416,79,34,45,6,2,4,79,35,44,40,19,21,76,32,44,76,32,44,39,16,23,20,5,15,6,0,6,0,0,0,1,1,0,33,33,9,12,9,1,3,1,0,26,19,7,1,25,0,7,7
51364426,2,51364427,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364427,1,,51364426,297,149,148,18,12,6,284,139,145,142,75,67,283,138,145,280,136,144,142,64,78,64,30,34,22,7,15,2,0,2,0,0,0,113,113,20,50,22,12,6,4,2,96,70,26,7,88,1,14,21
51364436,0,,,27,12,15,3,1,2,24,11,13,8,4,4,24,11,13,24,11,13,16,7,9,6,3,3,3,1,2,1,0,1,0,0,0,11,11,3,5,1,1,0,0,1,8,5,3,1,10,0,3,3
51364437,0,,,51,22,29,5,3,2,46,19,27,26,10,16,44,19,25,42,19,23,20,9,11,9,3,6,1,0,1,1,0,1,0,0,0,17,17,2,8,1,3,2,0,1,15,8,7,1,14,0,2,4
51364445,2,51364446,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364446,1,,51364445,46,18,28,3,2,1,51,21,30,23,10,13,49,21,28,49,21,28,28,11,17,18,4,14,7,2,5,0,0,0,0,0,0,22,22,10,9,3,3,1,0,0,16,14,2,1,21,0,9,6
51364457,0,,,83,41,42,6,1,5,77,40,37,39,18,21,76,39,37,76,39,37,38,22,16,24,11,13,10,4,6,1,1,0,0,0,0,32,32,9,8,8,3,2,2,0,23,15,8,1,23,0,6,4
51364465,2,51364467,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364467,1,,51364465,156,76,80,12,8,4,147,70,77,90,42,48,140,68,72,135,65,70,57,28,29,30,13,17,11,3,8,1,0,1,0,0,0,52,52,9,20,9,7,3,5,1,45,29,16,2,37,0,5,10
51364477,0,,,29,14,15,2,1,1,27,13,14,15,7,8,27,13,14,26,12,14,12,6,6,7,3,4,2,1,1,1,0,1,0,0,0,11,11,2,4,3,1,0,1,0,9,6,3,1,8,0,2,3
51364478,0,,,93,45,48,2,1,1,91,44,47,47,26,21,91,44,47,91,44,47,44,18,26,26,8,18,11,3,8,0,0,0,0,0,0,34,34,6,11,10,3,2,1,1,27,17,10,1,28,0,5,8
51364488,0,,,122,65,57,12,6,6,110,59,51,60,36,24,107,57,50,106,56,50,50,23,27,17,5,12,8,1,7,1,0,1,0,0,0,46,46,8,17,11,5,3,2,0,38,28,10,2,33,0,6,10
51364490,0,,,17,10,7,0,0,0,17,10,7,8,4,4,17,10,7,17,10,7,9,6,3,3,3,0,2,2,0,0,0,0,0,0,0,9,9,3,4,2,0,0,0,0,6,6,0,0,6,0,2,3
51364492,2,51364493,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51364493,1,,51364492,128,64,64,9,5,4,120,60,60,66,37,29,118,59,59,118,59,59,54,23,31,31,11,20,10,4,6,1,1,0,0,0,0,47,47,7,19,10,8,3,0,1,41,26,15,3,36,0,6,9
51364498,0,,,42,21,21,4,1,3,38,20,18,19,11,8,38,20,18,37,19,18,19,9,10,8,3,5,2,1,1,0,0,0,0,0,0,19,19,5,9,3,1,0,1,0,14,12,2,1,13,0,4,6
51364499,0,,,16,9,7,3,3,0,13,6,7,9,4,5,13,6,7,13,6,7,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,1,1,1,0,0,1,4,2,2,1,3,0,0,0
51364500,0,,,35,20,15,0,0,0,35,20,15,15,10,5,34,19,15,34,19,15,20,10,10,10,4,6,1,0,1,0,0,0,0,0,0,15,15,5,5,2,2,0,1,0,10,8,2,0,13,0,3,4
51364501,0,,,10,6,4,0,0,0,10,6,4,5,3,2,10,6,4,10,6,4,5,3,2,3,1,2,2,1,1,0,0,0,0,0,0,5,5,3,0,1,1,0,0,0,2,1,1,0,4,0,2,0
51364503,0,,,11,6,5,0,0,0,11,6,5,4,1,3,11,6,5,11,6,5,7,5,2,4,2,2,2,1,1,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,4,3,1,0,4,0,0,2
51364504,0,,,19,10,9,0,0,0,19,10,9,12,8,4,18,9,9,17,8,9,7,2,5,5,2,3,1,0,1,0,0,0,0,0,0,6,6,0,3,0,2,1,0,0,6,3,3,0,5,0,0,2
51364505,0,,,50,18,32,4,1,3,46,17,29,24,10,14,45,17,28,44,16,28,22,7,15,12,5,7,2,0,2,0,0,0,1,0,1,22,22,6,8,5,2,1,0,0,16,12,4,0,15,1,4,5
51364507,0,,,78,35,43,6,2,4,72,33,39,39,20,19,70,31,39,68,30,38,33,13,20,22,9,13,6,5,1,0,0,0,0,0,0,30,30,8,13,2,2,2,2,1,22,14,8,1,23,0,7,5
51364508,0,,,104,37,67,1,1,0,103,36,67,13,4,9,103,36,67,103,36,67,90,32,58,78,25,53,47,12,35,7,0,7,0,0,0,15,14,3,7,2,0,1,0,1,11,8,3,0,13,0,3,6
