KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
51365551,2,51365542,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365552,0,,,588,291,297,60,30,30,522,257,265,341,172,169,509,250,259,503,246,257,181,85,96,81,37,44,27,11,16,1,0,1,2,1,1,223,222,49,63,51,44,9,6,0,171,138,33,15,120,6,25,25
51365553,0,,,82,45,37,13,9,4,69,36,33,54,28,26,62,32,30,57,29,28,15,8,7,7,4,3,0,0,0,0,0,0,0,0,0,28,28,2,8,10,6,2,0,0,26,26,0,3,9,0,2,4
51365554,0,,,74,29,45,2,1,1,72,28,44,36,17,19,71,27,44,69,27,42,36,11,25,26,6,20,17,5,12,3,1,2,0,0,0,25,24,3,13,6,1,0,1,0,21,19,2,1,12,0,2,5
51365555,1,,51365544,1244,606,638,138,74,64,1107,532,575,806,387,419,1065,509,556,1047,496,551,301,145,156,137,56,81,44,17,27,1,0,1,1,0,1,444,443,58,165,114,74,19,12,2,385,344,41,33,178,2,32,54
51365556,0,,,60,32,28,13,6,7,47,26,21,32,18,14,47,26,21,47,26,21,15,8,7,4,1,3,0,0,0,0,0,0,0,0,0,24,24,8,6,4,2,4,0,0,16,15,1,3,10,0,4,2
51365557,1,,51365547,1258,581,677,108,57,51,1150,523,627,646,306,340,1113,506,607,1098,497,601,504,217,287,271,108,163,68,26,42,6,0,6,6,2,4,542,542,153,203,98,53,26,7,3,387,336,51,31,334,15,88,118
51365558,0,,,148,60,88,8,3,5,140,57,83,80,28,52,135,55,80,123,53,70,60,29,31,33,16,17,10,4,6,2,0,2,0,0,0,82,82,42,21,12,7,0,0,0,40,35,5,3,42,10,15,14
51365560,1,,51365550,524,225,299,49,24,25,479,203,276,237,120,117,466,196,270,457,192,265,242,83,159,169,44,125,101,24,77,16,2,14,2,0,2,137,135,23,33,32,36,7,3,3,113,75,38,11,80,2,9,15
51365561,0,,,173,80,93,14,7,7,159,73,86,115,55,60,152,71,81,146,69,77,44,18,26,22,8,14,8,2,6,2,0,2,0,0,0,47,47,1,8,16,11,5,3,3,46,27,19,4,28,0,1,1
51365562,0,,,160,76,84,13,6,7,147,70,77,88,40,48,145,69,76,142,68,74,59,30,29,39,18,21,13,8,5,1,0,1,1,0,1,50,50,5,20,5,10,3,4,3,44,28,16,3,35,0,4,8
51365563,0,,,113,52,61,18,10,8,89,39,50,62,27,35,88,38,50,86,37,49,27,12,15,12,5,7,3,1,2,0,0,0,0,0,0,44,44,8,16,9,9,2,0,0,35,30,5,5,14,0,2,4
51365564,0,,,1501,655,846,229,107,122,1269,546,723,708,337,371,1242,531,711,1227,522,705,561,209,352,281,84,197,135,20,115,15,2,13,4,3,1,509,507,84,189,109,83,38,3,1,420,384,36,59,256,1,55,102
51365565,0,,,1055,498,557,165,88,77,889,409,480,633,300,333,860,393,467,845,383,462,256,109,147,120,48,72,43,16,27,1,0,1,1,1,0,425,424,99,150,96,55,15,8,1,321,294,27,52,170,10,50,53
51365566,0,,,1263,577,686,143,72,71,1120,505,615,729,334,395,1076,483,593,1052,472,580,391,171,220,212,85,127,72,28,44,9,3,6,6,2,4,533,533,148,182,99,78,15,10,1,382,350,32,38,276,5,100,85
51365567,0,,,3430,1610,1820,371,192,179,3013,1387,1626,1812,889,923,2935,1345,1590,2876,1313,1563,1201,498,703,729,287,442,253,102,151,21,4,17,8,3,5,1495,1493,504,473,269,170,58,16,3,972,860,112,98,775,51,263,209
51365568,0,,,1177,540,637,175,87,88,993,447,546,621,291,330,963,430,533,944,420,524,372,156,216,193,67,126,82,23,59,9,1,8,1,1,0,472,470,144,136,90,62,26,8,4,324,280,44,43,219,38,56,67
51365569,0,,,34,15,19,4,2,2,30,13,17,19,8,11,30,13,17,30,13,17,11,5,6,5,1,4,2,0,2,0,0,0,0,0,0,11,11,1,1,6,2,1,0,0,10,8,2,2,7,0,1,1
51365570,0,,,807,398,409,122,64,58,684,333,351,517,253,264,631,311,320,604,298,306,167,80,87,56,29,27,7,4,3,0,0,0,4,1,3,251,250,33,66,58,58,26,7,2,215,181,34,15,100,3,10,31
51365571,0,,,318,157,161,38,19,19,280,138,142,167,87,80,269,132,137,266,129,137,113,51,62,55,24,31,25,6,19,1,1,0,0,0,0,106,106,12,33,23,27,7,1,3,94,69,25,9,65,0,9,22
51365572,0,,,469,236,233,81,46,35,387,189,198,231,113,118,379,185,194,374,182,192,156,76,80,67,28,39,18,5,13,4,0,4,2,1,1,154,154,17,49,31,32,19,4,2,135,104,31,22,97,0,12,28
51365573,0,,,632,293,339,77,36,41,553,256,297,317,153,164,531,248,283,522,243,279,236,103,133,121,51,70,30,13,17,1,0,1,0,0,0,245,245,48,86,60,30,15,5,1,197,170,27,8,150,0,34,53
51365574,0,,,1107,521,586,83,42,41,1015,471,544,612,286,326,980,454,526,959,442,517,403,185,218,179,78,101,44,11,33,1,0,1,6,4,2,433,424,127,145,92,37,18,4,1,296,252,44,17,244,10,62,81
51365575,0,,,254,110,144,19,8,11,233,100,133,156,67,89,227,95,132,223,94,129,77,33,44,42,16,26,12,5,7,0,0,0,1,0,1,117,115,37,46,17,13,2,0,0,76,70,6,3,56,1,18,13
51365576,0,,,2056,940,1116,272,138,134,1745,779,966,1101,523,578,1683,746,937,1655,734,921,644,256,388,383,143,240,132,42,90,4,0,4,3,1,2,921,918,338,281,138,118,31,10,2,571,523,48,76,440,23,173,122
51365577,0,,,4072,1894,2178,448,227,221,3573,1639,1934,2156,1023,1133,3464,1575,1889,3379,1534,1845,1417,616,801,840,332,508,254,98,156,17,4,13,27,8,19,1829,1829,615,609,309,212,56,16,12,1205,1085,120,123,970,82,307,331
51365578,0,,,1244,592,652,170,93,77,1041,481,560,670,326,344,1010,466,544,978,451,527,371,155,216,225,85,140,107,30,77,9,2,7,14,10,4,536,534,200,157,77,66,26,8,0,332,290,42,44,213,41,58,70
51365579,0,,,288,87,201,11,6,5,277,81,196,48,23,25,275,80,195,275,80,195,229,58,171,190,40,150,129,21,108,25,3,22,0,0,0,45,41,9,17,7,2,5,1,0,32,24,8,3,30,0,9,8
51365580,0,,,1428,677,751,150,80,70,1249,582,667,727,341,386,1211,567,644,1192,559,633,522,241,281,295,141,154,75,31,44,4,0,4,22,3,19,626,626,199,213,103,71,33,5,2,422,359,63,44,336,23,83,126
51365581,0,,,2225,1058,1167,366,191,175,1837,855,982,1288,630,658,1770,823,947,1734,806,928,549,225,324,321,122,199,120,33,87,19,3,16,60,17,43,837,831,227,228,168,144,45,9,10,592,529,63,109,299,46,79,81
51365582,0,,,990,496,494,130,76,54,850,414,436,589,299,290,810,389,421,790,377,413,261,115,146,129,54,75,46,17,29,5,1,4,1,0,1,367,367,81,99,89,59,29,7,3,285,240,45,38,171,3,39,45
51365583,0,,,1308,613,695,179,89,90,1123,521,602,734,359,375,1081,491,590,1059,480,579,389,162,227,218,87,131,56,17,39,3,0,3,3,1,2,541,540,153,174,96,83,21,11,2,385,339,46,55,267,6,90,86
51365584,0,,,1556,723,833,158,72,86,1394,648,746,846,419,427,1350,625,725,1326,612,714,548,229,319,315,123,192,95,31,64,8,2,6,10,7,3,641,640,164,228,128,85,27,6,2,474,415,59,46,338,8,80,114
51365585,0,,,3671,1680,1991,368,190,178,3272,1472,1800,1830,872,958,3202,1435,1767,3148,1412,1736,1442,600,842,842,325,517,334,129,205,29,6,23,10,6,4,1722,1721,623,587,262,181,55,9,4,1085,982,103,93,1030,29,400,291
51365586,0,,,2052,912,1140,193,91,102,1847,813,1034,975,466,509,1798,789,1009,1768,780,988,872,347,525,505,185,320,199,61,138,15,0,15,4,0,4,929,927,334,293,171,77,36,13,3,588,506,82,42,590,29,196,154
51365587,0,,,4209,1952,2257,428,210,218,3682,1676,2006,2329,1137,1192,3555,1608,1947,3450,1553,1897,1353,539,814,739,279,460,237,73,164,19,6,13,41,18,23,2094,2088,946,578,309,177,55,19,4,1128,997,131,94,978,153,393,242
51365588,0,,,1124,589,535,111,57,54,978,511,467,705,395,310,919,483,436,759,374,385,273,116,157,134,53,81,38,13,25,4,0,4,5,2,3,443,440,196,121,61,33,21,4,4,241,207,34,33,181,43,53,63
51365589,0,,,640,308,332,97,46,51,540,260,280,366,176,190,518,248,270,508,243,265,174,84,90,73,37,36,30,18,12,1,1,0,1,0,1,238,238,46,72,59,42,10,8,1,192,160,32,23,112,3,25,32
51365590,0,,,912,445,467,160,78,82,744,363,381,563,274,289,711,344,367,688,338,350,181,89,92,90,40,50,31,13,18,2,1,1,1,0,1,326,326,57,100,75,58,23,10,3,265,232,33,44,120,3,24,36
51365591,0,,,1404,658,746,214,110,104,1174,540,634,830,401,429,1128,510,618,1105,495,610,344,139,205,163,62,101,53,20,33,5,0,5,19,5,14,547,545,139,181,96,82,35,11,1,400,363,37,63,212,20,57,67
51365592,0,,,888,421,467,130,55,75,752,362,390,553,269,284,727,350,377,718,343,375,199,93,106,107,47,60,31,11,20,2,0,2,27,8,19,360,360,106,95,72,63,20,4,0,248,207,41,45,140,20,37,32
51365593,0,,,2737,1332,1405,370,198,172,2305,1101,1204,1642,794,848,2203,1050,1153,2155,1023,1132,663,307,356,307,133,174,102,43,59,11,2,9,28,17,11,1134,1133,336,346,213,165,56,13,4,780,697,83,111,421,40,101,141
51365594,0,,,1540,748,792,136,68,68,1378,667,711,846,468,378,1321,630,691,1269,594,675,532,199,333,342,103,239,142,33,109,16,0,16,55,46,9,658,654,314,137,98,70,26,8,1,337,290,47,54,299,49,137,58
51365595,0,,,4096,1882,2214,287,159,128,3789,1707,2082,1802,872,930,3724,1679,2045,3681,1658,2023,1987,835,1152,1189,472,717,493,159,334,44,8,36,42,25,17,1752,1750,599,645,262,156,57,24,7,1144,987,157,70,1138,31,362,365
51365596,0,,,5114,2428,2686,455,232,223,4573,2145,2428,2734,1371,1363,4448,2088,2360,4381,2062,2319,1839,774,1065,1052,419,633,350,140,210,24,4,20,46,16,30,2533,2531,1081,764,384,209,66,18,9,1435,1273,162,112,1292,117,484,347
51365597,0,,,4000,1843,2157,466,244,222,3487,1569,1918,2249,1074,1175,3370,1517,1853,3280,1467,1813,1238,495,743,725,262,463,276,73,203,24,3,21,37,19,18,1745,1741,613,536,278,224,66,13,11,1111,1005,106,119,805,76,277,224
51365598,0,,,2208,1091,1117,239,130,109,1908,920,988,1333,682,651,1841,882,959,1781,853,928,575,238,337,285,98,187,96,24,72,8,0,8,22,3,19,1000,995,408,257,162,114,36,14,4,577,502,75,77,362,87,92,109
51365599,0,,,1462,705,757,241,123,118,1199,569,630,904,440,464,1138,540,598,1104,525,579,295,129,166,155,60,95,66,18,48,16,2,14,13,1,12,616,615,237,133,98,105,28,11,3,377,340,37,50,200,37,71,48
51365605,2,51365615,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365607,2,51365617,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365615,1,,51365605,47,20,27,10,4,6,42,18,24,22,9,13,41,18,23,41,18,23,20,9,11,10,4,6,1,0,1,0,0,0,0,0,0,17,17,3,10,3,1,2,1,0,17,15,2,4,14,0,3,7
51365616,0,,,174,83,91,13,7,6,161,76,85,99,50,49,157,74,83,153,72,81,62,26,36,34,12,22,13,3,10,1,0,1,0,0,0,62,62,10,21,14,10,3,3,1,52,39,13,2,39,0,7,9
51365617,1,,51365607,221,104,117,16,9,7,211,97,114,108,54,54,206,95,111,203,94,109,103,43,60,46,16,30,18,3,15,2,0,2,0,0,0,80,80,11,33,22,10,3,1,3,72,48,24,4,64,0,8,19
51365625,0,,,39,22,17,3,2,1,36,20,16,16,11,5,33,17,16,33,17,16,20,9,11,9,3,6,3,0,3,1,0,1,0,0,0,15,15,3,4,5,2,1,0,0,12,10,2,1,13,0,3,3
51365626,0,,,41,22,19,5,3,2,36,19,17,21,10,11,35,18,17,34,17,17,15,9,6,4,2,2,1,0,1,0,0,0,0,0,0,15,15,2,6,2,4,1,0,0,12,11,1,0,10,1,1,5
51365627,0,,,241,113,128,17,9,8,224,104,120,136,66,70,214,100,114,208,97,111,88,38,50,44,20,24,23,9,14,2,0,2,1,0,1,87,86,14,29,27,12,4,0,0,70,56,14,4,45,0,8,12
51365629,2,51365649,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365636,0,,,162,77,85,7,3,4,155,74,81,81,43,38,153,72,81,151,71,80,74,31,43,39,13,26,10,3,7,0,0,0,0,0,0,76,76,26,31,8,6,4,1,0,50,40,10,1,52,0,19,14
51365637,1,,51365638;51365648,648,280,368,47,21,26,609,263,346,310,154,156,587,256,331,576,250,326,299,109,190,182,56,126,95,22,73,16,3,13,1,0,1,224,222,48,82,48,34,11,1,1,177,152,25,10,135,0,36,43
51365638,2,51365637,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365647,0,,,710,334,376,77,45,32,633,289,344,342,165,177,615,278,337,603,272,331,291,124,167,157,65,92,44,14,30,7,1,6,1,1,0,297,297,79,106,56,36,15,3,2,217,185,32,17,191,0,55,62
51365648,2,51365637,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365649,1,,51365629,124,60,64,4,0,4,121,58,63,84,41,43,121,58,63,110,53,57,37,17,20,15,5,10,8,3,5,0,0,0,1,1,0,81,81,53,24,1,3,1,0,1,30,27,3,2,26,23,7,11
51365656,0,,,14,5,9,0,0,0,14,5,9,6,4,2,14,5,9,14,5,9,8,1,7,5,1,4,1,0,1,0,0,0,0,0,0,9,9,5,3,1,0,0,0,0,4,4,0,0,7,0,4,1
51365657,1,,51365666,666,317,349,92,52,40,564,258,306,376,171,205,546,251,295,536,249,287,188,87,101,86,36,50,26,11,15,0,0,0,1,1,0,260,259,62,88,49,37,19,2,3,196,170,26,33,124,8,27,43
51365658,0,,,1415,684,731,187,99,88,1213,575,638,840,398,442,1171,552,619,1138,537,601,373,177,196,170,84,86,39,20,19,0,0,0,24,7,17,559,559,154,160,112,84,30,15,4,402,356,46,48,244,35,53,76
51365659,0,,,475,219,256,39,24,15,434,193,241,266,115,151,425,191,234,414,188,226,168,78,90,95,39,56,38,16,22,3,1,2,3,3,0,232,232,109,62,25,23,6,4,3,123,95,28,8,103,63,18,36
51365660,0,,,157,76,81,6,5,1,151,71,80,72,35,37,150,70,80,147,69,78,79,36,43,46,17,29,14,3,11,0,0,0,0,0,0,61,60,12,23,17,6,1,1,0,48,39,9,2,47,0,11,12
51365661,0,,,12,5,7,2,0,2,10,5,5,7,3,4,10,5,5,10,5,5,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,2,0,2,0,0,0,4,3,1,1,2,0,0,1
51365666,2,51365657,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365667,0,,,900,432,468,67,31,36,801,379,422,478,241,237,782,372,410,764,359,405,323,138,185,150,58,92,45,13,32,6,0,6,15,8,7,444,443,202,126,56,36,13,9,1,236,197,39,19,227,23,79,61
51365668,1,,51365669,1739,772,967,205,114,91,1520,649,871,854,405,449,1465,617,848,1435,596,839,666,244,422,396,122,274,211,46,165,36,6,30,11,5,6,667,660,225,213,114,63,40,7,0,432,388,44,52,304,20,97,97
51365669,2,51365668,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365670,0,,,717,347,370,61,31,30,656,316,340,355,183,172,640,308,332,630,302,328,301,133,168,155,59,96,46,12,34,3,0,3,3,1,2,310,310,96,104,58,31,14,5,2,213,172,41,13,215,0,71,50
51365671,0,,,22,13,9,0,0,0,22,13,9,13,8,5,22,13,9,22,13,9,9,5,4,6,3,3,1,1,0,0,0,0,0,0,0,10,10,3,4,1,2,0,0,0,7,7,0,0,6,0,2,3
51365674,2,51365675,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365675,1,,51365674,770,422,348,71,40,31,701,382,319,494,297,197,583,291,292,526,247,279,207,85,122,107,41,66,29,8,21,2,2,0,5,3,2,250,248,73,81,44,31,15,4,3,178,143,35,17,143,7,37,37
51365676,0,,,1172,544,628,113,58,55,1051,480,571,619,300,319,1021,462,559,1008,456,552,432,180,252,244,97,147,83,31,52,3,1,2,6,0,6,532,532,198,158,89,54,25,6,2,329,283,46,36,307,18,109,80
51365677,0,,,933,420,513,71,36,35,860,382,478,441,213,228,841,376,465,828,371,457,419,169,250,235,89,146,75,22,53,2,1,1,19,5,14,476,476,219,141,59,38,12,6,1,248,207,41,14,304,23,122,75
51365678,0,,,283,145,138,25,15,10,250,126,124,163,83,80,246,124,122,242,123,119,87,43,44,38,18,20,8,4,4,1,0,1,16,3,13,166,166,98,41,11,12,2,2,0,67,58,9,7,67,20,30,21
51365679,0,,,156,82,74,9,4,5,146,78,68,77,37,40,144,77,67,144,77,67,69,41,28,22,13,9,1,0,1,1,0,1,1,1,0,97,97,49,40,5,3,0,0,0,46,46,0,3,51,0,27,15
51365680,0,,,292,110,182,14,3,11,278,107,171,117,60,57,277,106,171,276,105,171,161,47,114,108,22,86,62,9,53,18,1,17,1,0,1,104,103,32,38,27,2,3,0,1,69,62,7,4,58,0,16,17
51365683,1,,51365684,54,28,26,0,0,0,56,29,27,28,17,11,55,28,27,55,28,27,28,12,16,21,8,13,5,2,3,0,0,0,0,0,0,19,19,6,3,7,3,1,1,0,15,7,8,0,18,0,5,3
51365684,2,51365683,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365685,0,,,67,33,34,6,4,2,60,29,31,28,14,14,60,29,31,60,29,31,32,15,17,16,7,9,3,1,2,0,0,0,0,0,0,32,32,13,12,2,4,0,0,1,19,17,2,2,19,0,6,9
51365686,0,,,744,319,425,81,42,39,642,267,375,318,159,159,630,258,372,618,253,365,324,108,216,227,67,160,145,33,112,23,4,19,23,10,13,282,280,134,74,21,35,10,3,3,144,126,18,19,110,39,36,38
51365687,0,,,98,44,54,6,5,1,85,35,50,53,20,33,82,34,48,81,33,48,32,15,17,19,8,11,7,3,4,1,0,1,2,0,2,60,60,41,9,4,4,1,1,0,19,16,3,1,20,20,5,7
51365688,0,,,218,93,125,0,0,0,218,93,125,48,21,27,218,93,125,218,93,125,170,72,98,105,36,69,34,10,24,0,0,0,0,0,0,143,143,82,51,6,4,0,0,0,61,54,7,0,130,0,75,35
51365689,0,,,20,10,10,0,0,0,20,10,10,8,4,4,20,10,10,20,10,10,12,6,6,5,1,4,1,0,1,0,0,0,0,0,0,13,13,7,5,1,0,0,0,0,6,5,1,0,9,0,4,4
51365690,0,,,288,140,148,97,43,54,191,97,94,178,92,86,183,92,91,176,85,91,13,5,8,5,1,4,2,0,2,0,0,0,0,0,0,94,94,17,17,18,30,9,3,0,76,73,3,29,10,4,1,2
51365691,1,,51365692,940,438,502,150,72,78,857,380,477,683,319,364,792,347,445,756,335,421,174,61,113,99,26,73,49,9,40,11,1,10,1,0,1,311,311,34,82,81,85,20,9,1,277,254,23,23,75,1,11,21
51365692,2,51365691,,67,14,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365693,0,,,136,65,71,9,2,7,127,63,64,64,33,31,122,61,61,120,61,59,63,30,33,39,18,21,12,4,8,0,0,0,0,0,0,56,56,17,14,11,12,2,0,0,38,30,8,3,43,0,14,7
51365694,0,,,50,24,26,0,0,0,44,21,23,36,16,20,44,21,23,43,20,23,8,5,3,2,0,2,2,0,2,0,0,0,5,0,5,46,46,44,0,2,0,0,0,0,1,1,0,0,8,13,6,0
51365696,0,,,392,184,208,21,12,9,368,169,199,203,105,98,361,164,197,355,160,195,165,64,101,103,31,72,41,15,26,1,0,1,14,5,9,198,198,86,62,26,16,8,0,0,112,95,17,7,116,17,39,30
51365720,0,,,187,96,91,10,7,3,176,88,88,88,45,43,170,84,86,163,82,81,88,43,45,36,14,22,13,4,9,2,1,1,0,0,0,72,72,17,24,16,7,4,2,2,55,37,18,0,58,0,11,18
51365730,0,,,88,40,48,3,1,2,85,39,46,39,18,21,83,39,44,82,38,44,46,21,25,20,7,13,9,4,5,2,0,2,1,0,1,35,35,7,13,11,1,1,1,1,28,20,8,0,28,1,4,7
51365731,1,,51365732,381,185,196,28,14,14,358,173,185,210,117,93,350,169,181,347,167,180,148,56,92,72,22,50,32,8,24,0,0,0,5,1,4,163,162,65,39,25,25,11,2,0,102,73,29,5,98,20,24,22
51365732,2,51365731,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365733,0,,,340,157,183,9,3,6,323,151,172,156,73,83,321,149,172,314,147,167,167,78,89,70,28,42,16,7,9,0,0,0,4,1,3,188,188,81,74,26,3,3,1,0,107,97,10,1,112,12,35,40
51365780,2,51365792,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365791,2,51365792,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51365792,1,,51365780;51365791,398,192,206,45,21,24,362,177,185,188,99,89,356,172,184,355,172,183,174,78,96,100,35,65,32,9,23,0,0,0,0,0,0,145,145,36,52,28,13,8,8,5,114,69,45,10,121,1,25,29
51366000,2,51366010,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51366001,0,,,8,4,4,0,0,0,8,4,4,2,1,1,8,4,4,8,4,4,6,3,3,4,2,2,2,0,2,0,0,0,0,0,0,6,6,4,2,0,0,0,0,0,2,2,0,0,5,0,3,2
51366002,2,51366003,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51366003,1,,51366002,31,15,16,4,4,0,29,13,16,11,5,6,28,12,16,28,12,16,18,8,10,12,3,9,5,1,4,0,0,0,0,0,0,15,15,10,3,1,2,0,1,0,7,5,2,1,14,0,10,1
51366004,0,,,31,12,19,3,1,2,28,11,17,11,4,7,27,11,16,26,11,15,17,7,10,13,6,7,4,1,3,2,0,2,0,0,0,11,11,5,2,1,0,1,0,2,6,3,3,1,11,0,5,1
